parishId,parishSlug,parishName,website,type,lat,long,parishAddress,parishDiocese,parishDioceseSlug,dioceseUrl,parishFamily,parishFamilySlug,parishDeanery,parishDeanerySlug,sundayMassTimes,dailyMassTimes,latinMass,confessionTimes,adorationTimes,overnightAdoration,benedictionTimes,devotions,parishCityCounty,parishCityCountySlug,parishProvinceState,provinceStateSlug,parishCountry,parishCountrySlug,parishPhone,parishEmail,parishNationality,parishPhotos,cathedral,basilica,shareBuildingSlug,shareBuildingName,parishesNotes,parishesLastUpdate
136,holy-rosary-burlington,Holy Rosary,https://holyrosaryburlington.ca,,43.314055,-79.844451,"287 Plains Rd E, Burlington, ON L7T 2C7, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 08:00; Wednesday 08:00; Thursday 08:00; Friday 08:00,,Saturday 15:45-16:30; First Friday 11:00-12:00,First Friday 08:30-12:00,,,,Burlington,burlington-ontario-canada,Ontario,ontario,Canada,canada,(905) 634-7441,holyrosaryburlington@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/holyrosaryburlington1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/holyrosaryburlington2.webp,,,,,Sunday 9:00 a.m. Mass only occurs from the Sunday after Labour Day to the Last Sunday in June.,12/29/2025
137,holy-rosary-guelph,Holy Rosary,https://holyrosaryguelph.ca,,43.564915,-80.252775,"175 Emma St, Guelph, ON N1E 1V6, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Wellington,wellington-diocese-of-hamilton-canada,Saturday 17:00; Sunday 07:00; Sunday 09:00; Sunday 11:00,Monday 09:00; Tuesday 09:00; Wednesday 09:00; Thursday 09:00; Friday 09:00,,Saturday 16:00-16:45,,,,,Guelph,guelph-ontario-canada,Ontario,ontario,Canada,canada,(519) 822-4701,holyrosaryguelph@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/holyrosaryguelph1.webp,,,,,,12/29/2025
138,holy-rosary-milton,Holy Rosary,https://www.holyrosaryparish.ca,,43.516494,-79.886229,"139 Martin St, Milton, ON L9T 2R3, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 08:00; Tuesday 19:00; Wednesday 08:00; Wednesday 19:00; Thursday 08:00; Friday 08:00,,Tuesday 19:40; Saturday 15:30-16:30,Monday 00:00-Sunday 23:59,yes,,,Milton,milton-ontario-canada,Ontario,ontario,Canada,canada,905-878-6535,reception@holyrosaryparish.ca,,,,,,,"IMPORTANT NOTE: During the summer months, from July to Labour Day, the Daily Mass schedule is as follows: Tue 19:00, Wed - Fri 09:00; Adoration takes place in Adoration Chapel, 24 hours a day. Registered Parishioners can visit the Parish Office during regular office hours to obtain the door code for adoration outside regular office hours.",12/29/2025
139,holy-trinity-oakville,Holy Trinity,https://www.holytrinitycroatian.org,,43.477062,-79.706151,"2110 Trafalgar Rd, Oakville, ON L6H 7H2, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 10:15 (Bilingual); Sunday 11:15,Monday 09:00; Tuesday 19:00; Wednesday 09:00; Thursday 19:00; Friday 19:00,,,,,,,Oakville,oakville-ontario-canada,Ontario,ontario,Canada,canada,905.842.2386,office@holytrinitycroatian.org,Croatian,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/holytrinity1.webp,,,,,,12/29/2025
140,immaculate-conception-formosa,Immaculate Conception,https://formosaparish.ca,,44.068432,-81.213453,"212 12 Conc, 212 Concession Rd 12, Formosa, ON N0G 1W0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,"Mission of Immaculate Conception, Formosa",mission-of-immaculate-conception-formosa,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Saturday 19:00; Sunday 11:00,Tuesday 19:00; Friday 09:00,,Tuesday 18:00-18:45,First Friday 09:00-17:00,,,,Formosa,formosa-ontario-canada,Ontario,ontario,Canada,canada,519- 367-5341,immaculateconceptionformosa@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/immaculateconceptionformosa.webp,,,,,First Friday Adoration does not take place during lent.,12/29/2025
141,immaculate-heart-of-mary-stoney-creek,Immaculate Heart of Mary,https://www.ihmchurch.ca,,43.208429,-79.680689,"934 Hwy 8, Stoney Creek, ON L8E 5H7, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00; Sunday 16:00,Monday 09:00; Tuesday 19:00; Wednesday 09:00; Thursday 09:00; Friday 09:00,,Monday 08:30-09:00; Tuesday 18:00-19:00; Wednesday 08:30-09:00; Thursday 08:30-09:00; Friday 08:30-09:00; Saturday 15:45-16:45,Monday 10:00-Saturday 09:00,yes,,,Stoney Creek,stoney-creek-ontario-canada,Ontario,ontario,Canada,canada,(905) 643-1637,ihmchurch@cogeco.net,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/immaculateheartofmary1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/immaculateheartofmary2.webp,,,,,Adoration takes place in Adoration Chapel,12/29/2025
142,incarnation-of-our-blessed-lord-hamilton,Incarnation of Our Blessed Lord,https://incarnationhamilton.ca,,43.238907,-79.771071,"400 Pottruff Rd N, Hamilton, ON L8H 2M4, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:15; Sunday 09:00; Sunday 11:00,Tuesday 08:00; Wednesday 08:00; Thursday 08:00; Friday 08:00; Saturday 08:00,,Saturday 16:00-17:00,,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,(905) 561-7777,incarnationhamilton@hamiltondiocese.com,,,,,,,,12/29/2025
143,mary-immaculate-chepstow,Mary Immaculate,https://formosaparish.ca,,44.153010,-81.280849,"39 Concession Rd 6, Chepstow, ON N0G 1K0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,"Mission of Immaculate Conception, Formosa",mission-of-immaculate-conception-formosa,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Saturday 17:00; Sunday 11:00,Tuesday 09:00; Wednesday 09:00; Friday 09:00; First Saturday 09:00,,Saturday 16:00-16:45,First Saturday 09:00-10:00,,,,Chepstow,chepstow-ontario-canada,Ontario,ontario,Canada,canada,519-366-2353,maryimmaculatechepstow@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/maryimmaculate1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/maryimmaculate2.webp,,,,,,12/29/2025
144,mary-mother-of-god-oakville,Mary Mother of God,https://mmogp.ca,,43.488895,-79.712996,"2745 North Ridge Trail, Oakville, ON L6H 7A3, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Monday 18:30; Tuesday 19:00; Wednesday 09:00; Thursday 09:00; Friday 09:00; Saturday 09:00,,Tuesday 18:15-18:45; Wednesday 09:45-10:15; Thursday 09:45-10:15; Friday 09:45-10:15; Saturday 15:45-16:45,Monday 07:00-19:00; Tuesday 07:00-19:00; Wednesday 07:00-19:00; Thursday 07:00-19:00; Friday 07:00-19:00; Saturday 07:00-19:00; Sunday 07:00-19:00,,,,Oakville,oakville-ontario-canada,Ontario,ontario,Canada,canada,905 337 2184,mmogp@bellnet.ca,,,,,,,"Adoration takes place in Adoration Chapel, and is open for the times listed above excluding regular mass times.; When the parish is open, you are welcome to drop in. If however the parish office is closed, you must be registered as a Guardian to obtain the code to enter for Eucharistic Adoration. This can be done on the website.; If you arrive, and you are the only one present, please open the Tabernacle cabinet doors to the Blessed Sacrament for Adoration. If no one else is present when you leave, please close the Tabernacle cabinet doors to the Blessed Sacrament.",12/29/2025
145,most-blessed-sacrament-hamilton,Most Blessed Sacrament,http://blessedsacramenthamilton.com,,43.227991,-79.841490,"305 E 37th St, Hamilton, ON L8V 4B5, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Most Blessed Sacrament and Sacred Heart Hamilton,most-blessed-sacrament-and-sacred-heart-hamilton,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 11:00; Sunday 14:00,Wednesday 09:00; Friday 09:00,,Saturday 16:00-16:30,,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,905.385.3570,blessedsacramenthamilton@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/mostblessedsacrament1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/mostblessedsacrament2.webp,,,,,,12/29/2025
146,notre-dame-du-perpetuel-secours-hamilton,Notre Dame du Perpetuel Secours,https://www.paroissenotredame.ca,,43.243718,-79.840948,"132 Blake St, Hamilton, ON L8M 2S6, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00 (French); Sunday 10:00 (French),Tuesday 09:00 (French); Wednesday 09:00 (French); Thursday 09:00 (French); Friday 09:00 (French),,,,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,905 545-6953,perpetuel243@gmail.com,French,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/notredameduperpetuelsecours1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/notredameduperpetuelsecours2.webp,,,,,,12/29/2025
147,our-lady-of-fatima-cambridge,Our Lady of Fatima,,,43.345666,-80.291661,"185 Elgin St S, Cambridge, ON N1R 7C8, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,,,,,,,,,Cambridge,cambridge-ontario-canada,Ontario,ontario,Canada,canada,(519) 623-2320,,Portuguese,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/ourladyoffatima1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/ourladyoffatima2.webp,,,,,,12/29/2025
148,our-lady-of-fatima-kitchener,Our Lady of Fatima,,,43.446906,-80.472791,"300 Simeon St, Kitchener, ON N2H 1T5, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Sunday 09:00 (Portuguese),,,,,,,,Kitchener,kitchener-ontario-canada,Ontario,ontario,Canada,canada,(519) 749-1100,,Portuguese,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/ourladyoffatimakitchner.webp,,,,,Confessions take place before mass.,12/29/2025
149,our-lady-of-guadalupe-kitchener,Our Lady of Guadalupe,https://parroquiaguadalupe.ca,,43.448592,-80.508362,"85 Strange St, Kitchener, ON N2G 1R4, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 19:00 (Spanish); Sunday 11:00 (Spanish); Sunday 13:00 (Spanish),Tuesday 12:00 (Spanish); Wednesday 12:00 (Spanish); Thursday 12:00 (Spanish); Friday 12:00 (Spanish),,Tuesday 11:30-12:00; Wednesday 11:30-12:00; Thursday 11:30-12:00; Friday 11:30-12:00; Saturday 15:30-16:30,,,,,Kitchener,kitchener-ontario-canada,Ontario,ontario,Canada,canada,519-745-7855,office@parroquiaguadalupe.ca,Spanish,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stjohnkitchner1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stjohnkitchner2.webp,,,st-john-kitchener,St. John,,12/29/2025
150,our-lady-of-lourdes-waterloo,Our Lady of Lourdes,https://www.ourladyoflourdeschurchwaterloo.com,,43.458807,-80.531059,"173 Lourdes St., Waterloo, ON N2L 1N5, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 19:00; Sunday 09:00; Sunday 11:00,Tuesday 19:00; Wednesday 09:00; Thursday 12:00; Friday 09:00,,Saturday 11:00-12:00,,,,,Waterloo,waterloo-ontario-canada,Ontario,ontario,Canada,canada,519-886-0342,lourdeswaterloochurch@gmail.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/ourladyoflourdes1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/ourladyoflourdes2.webp,,,,,,12/29/2025
151,our-lady-of-mercy-hamilton,Our Lady of Mercy,https://www.facebook.com/Ourladyofmercyhamilton/,,43.263902,-79.886873,"58 Dundurn St N, Hamilton, ON L8R 3E1, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Sunday 09:00,,,,,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,(905) 522-5272,,Lithuanian,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/ourladyofmercy1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/ourladyofmercy2.webp,,,,,,12/29/2025
152,our-lady-of-mount-carmel-freelton,Our Lady of Mount Carmel,https://www.facebook.com/olmcparishfreelton/,,43.398952,-80.03591,"71 Freelton Rd, Freelton, ON L0R 1K0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 18:30; Wednesday 09:00; Thursday 09:00; Friday 09:00,,,,,,,Freelton,freelton-ontario-canada,Ontario,ontario,Canada,canada,(905) 659-3305,office@olmcf.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/ourladyofmountcarmel1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/ourladyofmountcarmel2.webp,,,,,,12/29/2025
153,st-mary-s-parish-at-our-lady-of-the-assumption-church-brantford,St. Mary's Parish at Our Lady of the Assumption Church,https://www.marybrantford.com,,43.139050,-80.25167,"133 Murray St, Brantford, ON N3S 5P8, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Brant,brant-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 19:00; Second and Fourth Wednesday 10:30; Thursday 09:00; Friday 09:00,,Tuesday 18:00-18:40; Saturday 16:00-16:40,,,,,Brantford,brantford-ontario-canada,Ontario,ontario,Canada,canada,519-753-7316,marybrantford@gmail.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmaryourladyoftheassumption1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmaryourladyoftheassumption2.webp,,,,,,12/29/2025
154,our-lady-of-the-assumption-stoney-creek,Our Lady of the Assumption,https://ourladyoftheassumptionparish.com,,43.172502,-79.770176,"63 Highway 20 East, Stoney Creek, ON L8J 2W9, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 08:00; Sunday 10:00; Sunday 12:00; Sunday 19:00,Monday 08:00; Tuesday 19:00; Wednesday 08:00; Thursday 08:00; Friday 08:00; Saturday 08:00,,Saturday 16:00-16:45; First Friday 08:30-09:30,Friday 08:30-19:00,,Friday 19:00-19:30,,Stoney Creek,stoney-creek-ontario-canada,Ontario,ontario,Canada,canada,(905) 664-7651,parishoffice@olotap.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/ourladyoftheassumptionstoneycreek.webp,,,,,,12/29/2025
155,our-lady-of-vietnam-hamilton,Our Lady of Vietnam,http://www.giaoxuducmevn.ca/,,43.245668,-79.808327,"1393 Cannon St E, Hamilton, ON L8H 1W2, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Sunday 10:30 (Vietnamese),Tuesday 19:00 (Vietnamese); Wednesday 19:00 (Vietnamese),,Tuesday 18:30-19:00; Tuesday 19:30-20:00; Thursday 18:30-19:00; Thursday 19:30-20:00,,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,(905) 544-7011,ourladyvn@gmail.com,Vietnamese,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/ourladyofvietnam.webp,,,,,,12/29/2025
156,queen-of-peace-norval,Queen of Peace,http://www.norvalqueenofpeace.com/,,43.627743,-79.829884,"9118 Winston Churchill Blvd, Norval, ON L0P 1K0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00 (Croatian); Sunday 09:00 (Croatian); Sunday 11:00 (Croatian),Monday 19:00 (Croatian); Tuesday 19:00 (Croatian); Wednesday 09:00 (Croatian); Thursday 19:00 (Croatian); Friday 19:00 (Croatian),,Monday 18:30-17:00; Tuesday 18:30-17:00; Thursday 18:30-17:00; Friday 18:30-17:00; Saturday 16:30-17:00; Sunday 08:30-09:00; Sunday 10:30-11:00,Tuesday 19:30,,,,Norval,norval-ontario-canada,Ontario,ontario,Canada,canada,905.456.3203,cfcnorval@gmail.com,Croatian,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/queenofpeace.webp,,,,,,12/29/2025
157,regina-mundi-hamilton,Regina Mundi,https://www.reginamundi.ca,,43.23276,-79.912467,"631 Mohawk Rd W, Hamilton, ON L9C 1X7, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 19:00; Wednesday 08:30; Thursday 08:30; Friday 08:30,,Tuesday 18:15-18:45; Saturday 16:00-16:30,Monday 16:00-23:00; Tuesday 16:00-23:00; Wednesday 16:00-23:00; Thursday 09:00-23:00; Friday 16:00-23:00,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,(905) 385-3297,reginamundi@rogers.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/reginamundi1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/reginamundi2.webp,,,,,Adoration takes place in Blessed Sacrament Chapel,12/30/2025
158,sacre-coeur-georgetown,Sacré Coeur,https://paroissesacrecoeurgeorgetown.org,,43.651981,-79.925828,"39 Guelph St, Georgetown, ON L7G 3Z3, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00 (French); Sunday 09:30 (French),,,,,,,,Georgetown,georgetown-ontario-canada,Ontario,ontario,Canada,canada,(905) 877-4373,,French,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/sacrecoeur.webp,,,,,Confession is by appointment only. Call the parish number to make an appointment.,12/30/2025
159,sacred-heart-of-jesus-rockwood,Sacred Heart of Jesus,https://sacredheartrockwood.ca,,43.621875,-80.148158,"238 Main St N, Rockwood, ON N0B 2K0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Wellington,wellington-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 19:00; Friday 08:00,,Tuesday 18:30-18:45; Saturday 16:30-16:45,Wednesday 08:00-10:00,,,Tuesday 18:30-19:00 (Rosary),Rockwood,rockwood-ontario-canada,Ontario,ontario,Canada,canada,519-856-4711,sacredheartrockwood@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/sacredheartrockwood1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/sacredheartrockwood2.webp,,,,,,12/30/2025
160,sacred-heart-guelph,Sacred Heart,https://www.sacredheartparishguelph.com,,43.547669,-80.236515,"98 Alice St, Guelph, ON N1E 2Z8, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Wellington,wellington-diocese-of-hamilton-canada,Saturday 19:00; Sunday 10:00; Sunday 12:00 (Polish); Sunday 19:00,Monday 08:15; Tuesday 19:00; Wednesday 08:15; Thursday 19:00; Friday 08:15; Friday 19:00 (Polish); Saturday 08:15,,Monday 07:45-08:15; Tuesday 18:30-19:00; Wednesday 07:45-08:15; Thursday 18:30-19:00; Friday 07:45-08:15; Friday 18:30-19:00; Saturday 18:20-18:50,Friday 09:00-19:00; First Friday 19:30-08:00,yes,,,Guelph,guelph-ontario-canada,Ontario,ontario,Canada,canada,519.822.8944,sacredheart20014@gmail.com,Polish,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/sacredheartguelphpolish.webp,,,,,,12/30/2025
161,sacred-heart-hamilton,Sacred Heart,,,43.241307,-79.848271,"19 Viewpoint Ave, Hamilton, ON L8V 2S4, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Sunday 09:00,,,,,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,(905) 383-3280,,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/sacredhearthamilton.webp,,,,,,12/30/2025
162,sacred-heart-kitchener,Sacred Heart,http://kitchenercr.com/,,43.456755,-80.502681,"66 Shanley St, Kitchener, ON N2H 5N9, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 17:00 (Polish); Sunday 08:30 (Polish); Sunday 10:00; Sunday 11:00 (Polish); Sunday 19:00,Monday 08:00; Tuesday 08:00; Wednesday 08:00; Wednesday 19:00 (Polish); Thursday 08:00; Thursday 19:00 (Polish); Friday 08:00; Friday 19:00 (Polish); Saturday 09:00 (Polish),,Monday 07:45-07:55; Tuesday 07:45-07:55; Wednesday 07:45-07:55; Wednesday 18:30-18:55; Thursday 07:45-07:55; Thursday 18:30-18:55 Friday 07:45-07:55; Friday 18:30-18:55; Saturday 16:00-16:30; First Friday 18:00-18:55,,,,,Kitchener,kitchener-ontario-canada,Ontario,ontario,Canada,canada,(519) 742-5831,heartparish@gmail.com,Polish,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/sacredheartkitchnerpolish1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/sacredheartkitchnerpolish2.webp,,,,,,12/30/2025
163,sacred-heart-mildway,Sacred Heart,https://www.catholicchurchwalkertonmildmay.com,,44.039675,-81.116988,"12 Church St, Mildmay, ON N0G 2J0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Sacred Hearts in Walkerton and Mildmay,sacred-hearts-in-walkerton-and-mildmay,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Saturday 18:30; Sunday 09:00,Wednesday 09:00; Thursday 09:00,,Wednesday 08:30-09:00; Thursday 08:30-09:00,,,,,Mildway,mildway-ontario-canada,Ontario,ontario,Canada,canada,519-367-5304,sacredheartmildmay@hamiltondiocese.com,,,,,,,,12/30/2025
164,sacred-heart-paris,Sacred Heart,https://www.sacredheartbrant.ca,,43.187859,-80.378318,"17 Washington St, Brant, ON N3L 2A2, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Brant,brant-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 09:00; Wednesday 09:00; Thursday 09:00; Friday 09:00,,Saturday 16:00-16:50,,,,,Paris,paris-ontario-canada,Ontario,ontario,Canada,canada,(519) 442-2465,sacredheartparis@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/sacredheartparis.webp,,,,,,12/30/2025
165,sacred-heart-walkerton,Sacred Heart,https://www.catholicchurchwalkertonmildmay.com,,44.12985,-81.147704,"220 Victoria St S, Walkerton, ON N0G 2V0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Sacred Hearts in Walkerton and Mildmay,sacred-hearts-in-walkerton-and-mildmay,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Saturday 17:00; Sunday 11:00,Tuesday 09:00; Friday 09:00,,Tuesday 08:30-09:00; Saturday 16:00-17:00,,,,,Walkerton,walkerton-ontario-canada,Ontario,ontario,Canada,canada,519-881-0692,sacred_heart@wightman.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/sacredheartwalkerton1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/sacredheartwalkerton2.webp,,,,,,12/30/2025
166,st-agatha-st-agatha,St. Agatha,https://www.stagathachurch.ca,,43.435299,-80.628708,"1839 Notre Dame Dr, St. Agatha, ON N0B 2L0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 09:00; Wednesday 09:00; Thursday 09:00; Friday 09:00,,Tuesday 09:30-10:00; Saturday 16:30-16:55,,,,,St. Agatha,st-agatha-ontario-canada,Ontario,ontario,Canada,canada,(519) 747-1212,office@stagathachurch.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stagatha1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stagatha2.webp,,,,,,12/30/2025
167,st-agnes-waterloo,St. Agnes,https://saintagnescatholicchurch.org,,43.475821,-80.501142,"75 Bluevale St N, Waterloo, ON N2J 3R7, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00; Sunday 19:00,Tuesday 09:00; Wednesday 09:00; Thursday 19:00; Friday 19:00; Saturday 09:00,,Saturday 16:00-17:00,Thursday 18:00-19:00,,,,Waterloo,waterloo-ontario-canada,Ontario,ontario,Canada,canada,519.885.4480,office@saintagnescatholicchurch.org,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stagnes1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stagnes2.webp,,,,,,12/30/2025
168,st-aloysius-waterloo,St. Aloysius,https://staloysius.on.ca,,43.427827,-80.444075,"11 Traynor Ave, Kitchener, ON N2C 1W1, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00; Sunday 19:00,Monday 08:30; Tuesday 18:00; Wednesday 08:30; Thursday 08:30; Friday 08:30; Saturday 08:30,,Tuesday 17:00-17:45; Saturday 15:45-16:30,Tuesday 17:00-18:00,,,,Waterloo,waterloo-ontario-canada,Ontario,ontario,Canada,canada,519-893-1220,info@staloysius.on.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/staloysius1.webp,,,,,,12/30/2025
